Время;Значение
11:06:53,039;239,668079644683
11:06:53,110;239,507806630251
11:06:53,184;239,708454334242
11:06:53,256;240,350749750526
11:06:53,331;240,80120329372
11:06:53,402;239,001177085592
11:06:53,476;238,786448851511
11:06:53,570;239,728214363075
11:06:53,632;240,275600982587
11:06:53,695;240,053832447212
11:06:53,767;239,659374870987
11:06:53,841;239,368575733384
11:06:53,914;239,300883419714
11:06:53,986;239,163598144274
11:06:54,064;239,47150313609
11:06:54,128;239,532661285218
11:06:54,202;239,681721564492
11:06:54,278;239,3367483134
11:06:54,351;239,131478323332
11:06:54,423;239,884056247102
11:06:54,496;239,936858279855
11:06:54,570;238,723142673017
11:06:54,652;238,911306830986
11:06:54,716;239,792881361717
11:06:54,790;240,169535865515
11:06:54,863;239,827419213927
11:06:54,935;239,240310106788
11:06:55,043;239,212643868917
11:06:55,133;239,608878393243
11:06:55,212;239,453351387426
11:06:55,295;239,594156800856
11:06:55,426;238,821886349486
11:06:55,521;238,905031267041
11:06:55,614;240,023725765937
11:06:55,707;238,600758879727
11:06:55,801;238,547956855523
11:06:55,977;238,621620987076
11:06:56,084;238,681283395543
11:06:56,195;239,241884602858
11:06:56,288;239,08347851874
11:06:56,394;239,00542822003
11:06:56,496;239,170492212993
11:06:56,599;238,554502285382
11:06:56,718;239,259192873816
11:06:56,806;239,19583044055
11:06:56,908;238,235564607106
11:06:57,011;239,538385705649
11:06:57,114;239,175553112974
11:06:57,227;239,018946483476
11:06:57,320;239,091418511861
11:06:57,423;239,344542093468
11:06:57,526;238,540478000787
11:06:57,628;239,890477900297
11:06:57,732;238,856964040911
11:06:57,834;239,11309040285
11:06:57,938;239,045308115016
11:06:58,040;238,698614228343
11:06:58,143;239,345824188474
11:06:58,247;239,269022264437
11:06:58,350;238,670104508385
11:06:58,453;238,762415244259
11:06:58,556;239,089900260513
11:06:58,658;238,924780041758
11:06:58,762;239,28955826074
11:06:58,866;238,439698737167
11:06:58,968;238,633486027931
11:06:59,070;239,313591897624
11:06:59,174;237,837440768461
11:06:59,277;239,082893715005
11:06:59,380;239,033847985345
11:06:59,483;238,159313780294
11:06:59,586;238,640346408844
11:06:59,689;239,064157154723
11:06:59,792;239,06615903885
11:06:59,895;238,819873280678
11:06:59,997;238,301018908318
11:07:00,101;238,845009065754
11:07:00,204;238,956078899394
11:07:00,307;238,166174194916
11:07:00,410;239,290547947164
11:07:00,513;238,584114197259
11:07:00,616;238,13859788621
11:07:00,719;238,704698514876
11:07:00,822;238,073379693823
11:07:00,922;238,25538075592
11:07:01,028;238,064067692402
11:07:01,138;238,899644255742
11:07:01,234;238,504725556956
11:07:01,337;237,933440423343
11:07:01,437;238,372591144961
11:07:01,543;238,471998406737
11:07:01,646;238,013739865053
11:07:01,749;238,298488451992
11:07:01,852;238,068464966531
11:07:01,958;238,115070203815
11:07:02,057;238,014470811588
11:07:02,158;237,909732887955
11:07:02,264;238,813125407383
11:07:02,367;238,165600489362
11:07:02,486;237,241986989708
11:07:02,573;238,257270182537
11:07:02,675;238,156727057359
11:07:02,779;237,745366164664
11:07:02,881;237,480343759316
11:07:02,994;238,116633594292
11:07:03,088;238,330698173558
11:07:03,190;237,631237359761
11:07:03,294;237,467511647065
11:07:03,397;238,703247689704
11:07:03,500;237,52075221286
11:07:03,603;237,526679290531
11:07:03,707;238,395657636377
11:07:03,816;237,4939294612
11:07:03,912;238,043587913493
11:07:04,016;237,266312874662
11:07:04,118;237,867086354686
11:07:04,221;238,042047130814
11:07:04,324;237,491421667207
11:07:04,427;237,839420117194
11:07:04,530;238,225150395137
11:07:04,631;237,342125139437
11:07:04,736;237,412179170385
11:07:04,839;237,780680058568
11:07:04,943;238,048210260394
11:07:05,045;238,175047626358
11:07:05,148;237,812732547322
11:07:05,251;238,772998190047
11:07:05,354;237,819075516815
11:07:05,458;237,894910379657
11:07:05,560;238,644586385169
11:07:05,663;238,445794466051
11:07:05,766;237,798415908255
11:07:05,869;238,600331714418
11:07:05,972;238,347028268739
11:07:06,075;238,26405215612
11:07:06,176;238,522303981673
11:07:06,279;238,538105180204
11:07:06,399;237,265852480333
11:07:06,487;237,98963899485
11:07:06,590;238,224026039306
11:07:06,690;237,662963859029
11:07:06,796;238,108558922988
11:07:06,899;237,695398635012
11:07:07,002;238,413854557152
11:07:07,105;237,092961025269
11:07:07,208;238,117173635776
11:07:07,311;238,093522377031
11:07:07,413;237,314616835417
11:07:07,517;237,938726417861
11:07:07,620;237,621014629596
11:07:07,723;238,190545344272
11:07:07,826;236,757974550861
11:07:07,928;237,498743347107
11:07:08,032;237,626660295874
11:07:08,136;236,967720743697
11:07:08,238;238,140363722321
11:07:08,341;237,559339199504
11:07:08,443;237,130557546027
11:07:08,547;237,591189233879
11:07:08,649;237,695747284482
11:07:08,753;238,500688338679
11:07:08,856;236,929899065561
11:07:08,959;238,117083706324
11:07:09,062;237,715822136838
11:07:09,165;237,055521593634
11:07:09,268;237,570450715036
11:07:09,371;237,492659129083
11:07:09,474;238,065125188427
11:07:09,576;237,207258647217
11:07:09,680;237,910351850666
11:07:09,779;238,250725170525
11:07:09,886;236,684389570481
11:07:09,989;237,853917181626
11:07:10,097;237,859034366162
11:07:10,195;237,318530956653
11:07:10,298;237,792905402409
11:07:10,401;238,013976494626
11:07:10,504;236,794480626204
11:07:10,607;237,324120333617
11:07:10,710;238,064832805066
11:07:10,814;237,450698931758
11:07:10,916;237,287614297
11:07:11,019;237,267775535795
11:07:11,123;237,409626816122
11:07:11,225;236,372008389659
11:07:11,337;237,945935488091
11:07:11,430;236,925299379567
11:07:11,534;236,457481237664
11:07:11,636;237,580887574423
11:07:11,740;237,012110553403
11:07:11,843;237,358388272321
11:07:11,945;237,103082879568
11:07:12,049;237,371343904082
11:07:12,150;236,186251313997
11:07:12,255;237,543796806294
11:07:12,358;237,478252600261
11:07:12,460;236,837644720583
11:07:12,564;237,189050573498
11:07:12,667;237,057062388924
11:07:12,778;237,406567897332
11:07:12,873;236,954506401982
11:07:12,976;237,659871288311
11:07:13,079;236,571981381486
11:07:13,182;236,875815048659
11:07:13,285;237,127116395393
11:07:13,387;236,886926575711
11:07:13,491;237,056590246695
11:07:13,594;236,653472833346
11:07:13,697;237,14273772141
11:07:13,800;236,033929499254
11:07:13,904;237,050022123037
11:07:14,006;237,144627168035
11:07:14,108;236,138869685607
11:07:14,212;236,949917604746
11:07:14,315;236,201006386464
11:07:14,418;236,98462409997
11:07:14,520;236,200365383931
11:07:14,623;236,765881030117
11:07:14,726;235,983432696955
11:07:14,830;236,580011311652
11:07:14,933;236,836924697667
11:07:15,036;236,247004138293
11:07:15,140;236,549994354269
11:07:15,241;235,87658023936
11:07:15,345;236,405736010128
11:07:15,448;235,826949719803
11:07:15,551;236,008276117222
11:07:15,654;235,854536805788
11:07:15,757;235,985299368782
11:07:15,860;235,404510960792
11:07:15,960;236,536880738109
11:07:16,066;235,219630919975
11:07:16,168;235,768130628151
11:07:16,272;236,111709020815
11:07:16,375;235,606981018063
11:07:16,477;235,635501401955
11:07:16,582;235,940268480804
11:07:16,683;236,078273788785
11:07:16,786;235,073326185714
11:07:16,890;236,531527451145
11:07:16,993;236,174509525285
11:07:17,095;235,064070648033
11:07:17,198;235,917663194266
11:07:17,302;235,975346448282
11:07:17,404;235,532158413172
11:07:17,507;235,954889453174
11:07:17,611;236,287648608235
11:07:17,714;235,524589826737
11:07:17,816;236,229426249071
11:07:17,920;236,592235948482
11:07:18,023;235,758020865254
11:07:18,126;235,949446324032
11:07:18,229;236,938052471464
11:07:18,330;237,548340241714
11:07:18,434;236,768996207315
11:07:18,538;237,884473547871
11:07:18,638;237,888364950405
11:07:18,744;237,076034973318
11:07:18,847;238,884146774276
11:07:18,950;237,862914178216
11:07:19,052;238,806501387128
11:07:19,156;237,613828176106
11:07:19,259;238,715124105673
11:07:19,362;238,555964547978
11:07:19,465;238,255965952615
11:07:19,568;238,771243804607
11:07:19,672;238,895640619612
11:07:19,770;238,134414579229
11:07:19,877;238,894819655109
11:07:19,980;239,210113425687
11:07:20,082;238,823427297892
11:07:20,184;238,537745393903
11:07:20,288;238,632035466278
11:07:20,392;239,14082414923
11:07:20,495;238,003731077588
11:07:20,599;238,846268785076
11:07:20,700;239,042665273358
11:07:20,803;238,466971521862
11:07:20,907;238,501205734579
11:07:21,010;239,135729515487
11:07:21,113;238,666820744375
11:07:21,216;239,084726940097
11:07:21,319;239,092498223756
11:07:21,421;238,026977422012
11:07:21,524;238,841781488886
11:07:21,628;238,800844492667
11:07:21,731;239,414101217317
11:07:21,834;238,421513602547
11:07:21,937;238,692158961686
11:07:22,040;239,051504975494
11:07:22,143;238,755678878216
11:07:22,245;239,39888478716
11:07:22,346;239,676795352895
11:07:22,451;238,541456815232
11:07:22,555;239,476642594183
11:07:22,657;238,935329342679
11:07:22,760;239,883167317062
11:07:22,864;239,014279290277
11:07:22,967;239,560563396102
11:07:23,070;239,36271622579
11:07:23,181;239,16284461883
11:07:23,273;238,761122140725
11:07:23,379;239,855231079321
11:07:23,482;239,060479629351
11:07:23,583;239,132614203922
11:07:23,688;239,623667150727
11:07:23,789;238,890579802586
11:07:23,893;238,500452425606
11:07:23,997;239,574239077213
11:07:24,100;239,601781517048
11:07:24,202;238,72024138982
11:07:24,306;239,03457909077
11:07:24,409;239,719666649416
11:07:24,513;238,762629179169
11:07:24,615;239,016922198338
11:07:24,715;239,651704432395
11:07:24,821;238,317090610174
11:07:24,924;239,318191531129
11:07:25,026;238,728158861416
11:07:25,130;239,383330866781
11:07:25,233;238,352753074322
11:07:25,336;239,704911269172
