Время;Значение
11:07:39,754;4148,24638951841
11:07:39,857;4148,06689626313
11:07:39,958;4148,29538004489
11:07:40,063;4147,65516113602
11:07:40,165;4148,32435974113
11:07:40,269;4148,21299010233
11:07:40,370;4147,92949454858
11:07:40,475;4148,16846353075
11:07:40,578;4148,04622385246
11:07:40,679;4148,53932391343
11:07:40,784;4148,7570653759
11:07:40,885;4148,81209850749
11:07:40,990;4149,23579291967
11:07:41,092;4150,09881434355
11:07:41,196;4149,99773835807
11:07:41,298;4150,87218571904
11:07:41,402;4153,10286565555
11:07:41,505;4153,27992635236
11:07:41,608;4157,28061429568
11:07:41,710;4162,72159319222
11:07:41,812;4172,31229322983
11:07:41,917;4190,33425697467
11:07:42,020;4208,95624739527
11:07:42,123;4239,4960623081
11:07:42,226;4276,90954123691
11:07:42,329;4320,10822104629
11:07:42,432;4368,76370239467
11:07:42,533;4412,86971068001
11:07:42,639;4446,18907374679
11:07:42,739;4461,60691034298
11:07:42,845;4455,87065736238
11:07:42,943;4429,29165494621
11:07:43,050;4384,2075596201
11:07:43,153;4330,2379332448
11:07:43,253;4272,11962565347
11:07:43,359;4215,65154636151
11:07:43,461;4164,58000186328
11:07:43,564;4123,71446595158
11:07:43,667;4093,58209715061
11:07:43,770;4078,20317558861
11:07:43,874;4077,43685477103
11:07:43,975;4091,58033619561
11:07:44,080;4116,30740736331
11:07:44,183;4144,90694080473
11:07:44,286;4168,16822528328
11:07:44,389;4181,35552687051
11:07:44,491;4179,43116180636
11:07:44,595;4166,8305084372
11:07:44,697;4149,18372759606
11:07:44,801;4134,9144916344
11:07:44,903;4128,55410490823
11:07:45,008;4132,82498182262
11:07:45,108;4144,65519965684
11:07:45,213;4173,62707608978
11:07:45,317;4178,52789114115
11:07:45,417;4176,8392019961
11:07:45,522;4173,46481583466
11:07:45,624;4173,0260793021
11:07:45,728;4178,34509418752
11:07:45,830;4186,91570752082
11:07:45,934;4196,37131311553
11:07:46,037;4204,7678556367
11:07:46,138;4209,56246960511
11:07:46,240;4210,96694340897
11:07:46,345;4209,02948887066
11:07:46,449;4205,57639000645
11:07:46,551;4199,12663095451
11:07:46,655;4192,54097627005
11:07:46,756;4185,65305537406
11:07:46,859;4181,08000551685
11:07:46,964;4178,83864771644
11:07:47,066;4183,61965097453
11:07:47,170;4196,28732031686
11:07:47,272;4221,37386142087
11:07:47,376;4259,0912622772
11:07:47,478;4306,36739446078
11:07:47,579;4351,41192125365
11:07:47,685;4379,52368744502
11:07:47,788;4381,94167880955
11:07:47,891;4360,81533344913
11:07:47,992;4326,06519203463
11:07:48,097;4287,64521997998
11:07:48,199;4251,53809988925
11:07:48,304;4224,83454974353
11:07:48,406;4210,82560624139
11:07:48,507;4205,49316462982
11:07:48,611;4201,4046260242
11:07:48,713;4197,50270589072
11:07:48,817;4190,64194516826
11:07:48,919;4180,63560949776
11:07:49,024;4160,60784287864
11:07:49,127;4153,25493975496
11:07:49,229;4147,42605835234
11:07:49,333;4143,26639287121
11:07:49,434;4140,0412494691
11:07:49,539;4139,34467979745
11:07:49,642;4141,33649537179
11:07:49,743;4148,41729735616
11:07:49,848;4160,55462776831
11:07:49,950;4181,27808155046
11:07:50,054;4208,89117642605
11:07:50,157;4246,09416056147
