Время;Значение
11:06:53,039;775,14915305478
11:06:53,110;774,825847364986
11:06:53,184;774,825847364986
11:06:53,256;773,737502115342
11:06:53,330;773,223987624512
11:06:53,401;772,374397987193
11:06:53,476;772,144555109208
11:06:53,568;772,131712466071
11:06:53,632;772,143942599223
11:06:53,695;772,143942599223
11:06:53,767;772,333965076308
11:06:53,840;771,912807309634
11:06:53,914;771,293840141632
11:06:53,986;771,293840141632
11:06:54,064;771,15235098046
11:06:54,128;770,213515633598
11:06:54,202;770,65826729233
11:06:54,278;771,087078449702
11:06:54,351;770,422122900705
11:06:54,423;770,317443242641
11:06:54,496;770,317443242641
11:06:54,569;769,722303195231
11:06:54,652;768,949930700409
11:06:54,716;769,443734517761
11:06:54,790;769,443734517761
11:06:54,862;769,626482564181
11:06:54,934;769,885574561451
11:06:55,043;769,964522408446
11:06:55,131;769,71771367419
11:06:55,211;769,780435061089
11:06:55,295;770,209246139615
11:06:55,426;771,391565676083
11:06:55,521;772,628813775407
11:06:55,614;773,261729596064
11:06:55,707;773,345972999935
11:06:55,801;773,665008756845
11:06:55,977;775,508855475539
11:06:56,084;777,050532803195
11:06:56,195;778,389211918499
11:06:56,288;778,656790610628
11:06:56,394;778,406970799592
11:06:56,496;778,817930637655
11:06:56,598;778,587721345565
11:06:56,718;779,79089269123
11:06:56,806;781,303742176266
11:06:56,907;782,207729006949
11:06:57,011;784,109330750607
11:06:57,114;785,445468185874
11:06:57,227;786,723186295281
11:06:57,320;787,645486168958
11:06:57,423;789,335697609278
11:06:57,525;789,177350560066
11:06:57,628;789,470918256703
11:06:57,732;788,054548383098
11:06:57,833;787,134061048435
11:06:57,938;785,407732665609
11:06:58,040;784,122866070313
11:06:58,143;783,045642388325
11:06:58,247;781,325990049051
11:06:58,350;779,497488289778
11:06:58,453;778,627581179713
11:06:58,556;777,542891609174
11:06:58,658;777,403267448532
11:06:58,761;778,544502927471
11:06:58,865;778,475713546266
11:06:58,968;778,069529855046
11:06:59,070;778,606858262637
11:06:59,174;778,265021475992
11:06:59,277;778,434454303041
11:06:59,379;778,978191512244
11:06:59,483;779,407190195226
11:06:59,586;780,112060416362
11:06:59,688;780,037421954443
11:06:59,792;780,658567913946
11:06:59,895;780,005715002086
11:06:59,997;780,354793261852
11:07:00,101;780,499753282763
11:07:00,204;780,664969696507
11:07:00,306;780,290213007307
11:07:00,410;780,235830943087
11:07:00,513;779,692847237957
11:07:00,615;779,28443150806
11:07:00,719;779,673050091859
11:07:00,822;779,176840954879
11:07:00,922;779,060437307357
11:07:01,028;779,305620939177
11:07:01,137;779,217953074104
11:07:01,233;778,206889626458
11:07:01,337;777,376982534109
11:07:01,437;776,024215545169
11:07:01,542;773,805798817218
11:07:01,646;773,093229024047
11:07:01,749;772,790646434911
11:07:01,851;772,095468890861
11:07:01,958;771,527119850579
11:07:02,057;771,06414350915
11:07:02,158;771,103031591843
11:07:02,264;770,912869322254
11:07:02,367;770,232246615664
11:07:02,486;770,087007037331
11:07:02,573;770,289545734365
11:07:02,675;770,014920156367
11:07:02,779;769,56900321655
11:07:02,880;769,301291442311
11:07:02,994;769,602469145146
11:07:03,088;769,88813189441
11:07:03,190;770,587718638113
11:07:03,294;770,857155072742
11:07:03,397;772,482228588477
